id,customer,date,car_make,car_model,year,mileage,price,payment_type,last_updated
56904,Sonic Automotive,2025-04-20,Ford,Focus,2017,79471.0,21132,Cash,2025-04-20 19:46:00
85386,Sonic Automotive,2025-04-20,Ford,Focus,2022,,8381,Credit,2025-04-20 13:28:00
26349,Lithia Motors,2025-04-20,Toyota,Camry,2018,38996.0,10794,Loan,2025-04-20 19:12:00
33437,Avis Budget Group,2025-04-20,Honda,Civic,2023,112401.0,19419,Loan,2025-04-20 22:39:00
74370,,2025-04-20,Honda,Accord,2022,58209.0,18186,,2025-04-20 16:07:00
45488,,2025-04-21,Toyota,Camry,2019,32671.0,6653,,2025-04-21 23:45:00
26549,Copart,2025-04-21,Chevrolet,Malibu,2016,34153.0,13519,Loan,2025-04-21 22:28:00
21764,AutoNation,2025-04-21,Ford,Fusion,2022,37090.0,14298,Cash,2025-04-21 09:28:00
99358,Penske Automotive,2025-04-21,Hyundai,Elantra,2016,14921.0,14800,,2025-04-21 02:52:00
98308,CarMax,2025-04-21,Ford,Escape,2016,104355.0,23225,Credit,2025-04-21 16:37:00
20703,Lithia Motors,2025-04-21,Toyota,Corolla,2016,97707.0,8683,Loan,2025-04-21 19:33:00
83262,,2025-04-22,Honda,CR-V,2015,33970.0,24596,Credit,2025-04-22 13:20:00
67086,Sonic Automotive,2025-04-22,Toyota,Corolla,2021,84173.0,10690,Credit,2025-04-22 18:57:00
40750,Hertz Global Holdings,2025-04-22,Honda,CR-V,2020,18009.0,8058,Credit,2025-04-22 06:11:00
68396,Sonic Automotive,2025-04-22,Hyundai,Elantra,2022,32138.0,14745,Credit,2025-04-22 19:50:00
10330,Enterprise Holdings,2025-04-23,Toyota,RAV4,2016,45024.0,6539,Loan,2025-04-23 00:20:00
63356,Lithia Motors,2025-04-23,Toyota,Corolla,2019,17241.0,13405,Cash,2025-04-23 10:52:00
30401,AutoNation,2025-04-23,Toyota,RAV4,2015,104254.0,16825,Loan,2025-04-23 03:01:00
35828,Hertz Global Holdings,2025-04-23,Honda,Accord,2016,113202.0,12869,Credit,2025-04-23 07:06:00
10493,Hertz Global Holdings,2025-04-23,Chevrolet,Malibu,2023,28480.0,15443,Cash,2025-04-23 22:46:00
68412,Lithia Motors,2025-04-24,Chevrolet,Cruze,2017,24832.0,17314,Loan,2025-04-24 20:04:00
20203,AutoNation,2025-04-24,Hyundai,Elantra,2022,112531.0,20465,Cash,2025-04-24 09:47:00
65856,Enterprise Holdings,2025-04-24,Hyundai,Elantra,2015,98848.0,19570,Loan,2025-04-24 04:33:00
87073,Lithia Motors,2025-04-24,Hyundai,Tucson,2019,80040.0,10971,Credit,2025-04-24 08:13:00
71334,,2025-04-24,Ford,Fusion,2020,57800.0,19760,Credit,2025-04-24 23:10:00
84147,Enterprise Holdings,2025-04-24,Honda,Accord,2023,51595.0,11172,,2025-04-24 22:51:00
85317,Penske Automotive,2025-04-25,Ford,Focus,2023,27336.0,20822,Cash,2025-04-25 20:58:00
77114,Sonic Automotive,2025-04-25,Hyundai,Elantra,2016,24614.0,16707,,2025-04-25 23:23:00
83382,Manheim,2025-04-25,Hyundai,Elantra,2016,67495.0,19385,Cash,2025-04-25 19:23:00
11945,Sonic Automotive,2025-04-25,Chevrolet,Equinox,2018,31664.0,24724,Loan,2025-04-25 13:46:00
38357,Enterprise Holdings,2025-04-25,Ford,Escape,2020,,22001,,2025-04-25 21:51:00
60025,,2025-04-26,Chevrolet,Malibu,2021,,18890,,2025-04-26 02:21:00
94335,Penske Automotive,2025-04-26,Toyota,Camry,2018,61628.0,12784,Cash,2025-04-26 15:52:00
33333,Hertz Global Holdings,2025-04-26,Honda,Accord,2023,69598.0,9372,Cash,2025-04-26 18:49:00
72207,Avis Budget Group,2025-04-26,Ford,Focus,2022,62779.0,7271,Cash,2025-04-26 19:02:00
31627,Avis Budget Group,2025-04-26,Toyota,Camry,2020,101275.0,20899,Cash,2025-04-26 13:02:00
37776,Copart,2025-04-27,Hyundai,Elantra,2017,29847.0,9371,Cash,2025-04-27 06:56:00
91204,Copart,2025-04-27,Chevrolet,Cruze,2017,36835.0,23614,Cash,2025-04-27 11:32:00
49382,Enterprise Holdings,2025-04-27,Chevrolet,Malibu,2021,,16512,Loan,2025-04-27 12:30:00
96636,,2025-04-27,Hyundai,Elantra,2021,93806.0,7629,Credit,2025-04-27 17:56:00
36544,Manheim,2025-04-28,Hyundai,Santa Fe,2015,32554.0,7054,Loan,2025-04-28 21:10:00
84787,Hertz Global Holdings,2025-04-28,Hyundai,Tucson,2021,111670.0,6343,Loan,2025-04-28 03:09:00
33525,Penske Automotive,2025-04-28,Hyundai,Santa Fe,2019,68784.0,12101,Credit,2025-04-28 06:45:00
38745,Manheim,2025-04-29,Chevrolet,Malibu,2019,111566.0,8399,Credit,2025-04-29 09:07:00
41006,Copart,2025-04-29,Toyota,Corolla,2015,96059.0,14932,Credit,2025-04-29 16:31:00
40486,Lithia Motors,2025-04-29,Chevrolet,Cruze,2021,84088.0,12803,,2025-04-29 21:09:00
21809,Lithia Motors,2025-04-29,Honda,Accord,2021,28517.0,8583,Credit,2025-04-29 06:43:00
28518,Enterprise Holdings,2025-04-29,Hyundai,Elantra,2019,105600.0,5992,Cash,2025-04-29 13:07:00
26154,Enterprise Holdings,2025-04-29,Hyundai,Elantra,2015,79356.0,8147,Cash,2025-04-29 12:18:00
93861,Manheim,2025-04-30,Chevrolet,Cruze,2015,33031.0,14893,Credit,2025-04-30 12:57:00
16623,Lithia Motors,2025-04-30,Toyota,RAV4,2021,20070.0,15448,,2025-04-30 10:05:00
98875,Sonic Automotive,2025-04-30,Honda,Accord,2023,107730.0,17933,Cash,2025-04-30 12:07:00
54883,AutoNation,2025-04-30,Ford,Focus,2021,29676.0,6417,Credit,2025-04-30 18:15:00
19476,CarMax,2025-04-30,Chevrolet,Cruze,2020,37987.0,16695,Cash,2025-04-30 03:54:00
21118,Hertz Global Holdings,2025-05-01,Hyundai,Tucson,2017,44683.0,13477,Cash,2025-05-01 11:52:00
65756,CarMax,2025-05-01,Honda,Civic,2015,15510.0,7402,,2025-05-01 04:50:00
57770,Penske Automotive,2025-05-01,Chevrolet,Cruze,2016,63881.0,19013,Loan,2025-05-01 23:46:00
65240,Lithia Motors,2025-05-01,Toyota,Camry,2017,,9159,Credit,2025-05-01 13:42:00
23012,Enterprise Holdings,2025-05-01,Hyundai,Santa Fe,2019,118261.0,16892,Loan,2025-05-01 10:13:00
73782,AutoNation,2025-05-02,Hyundai,Santa Fe,2020,115022.0,18653,Cash,2025-05-02 16:59:00
21031,Hertz Global Holdings,2025-05-02,Honda,Civic,2018,76293.0,15085,Cash,2025-05-02 19:30:00
16764,Manheim,2025-05-02,Ford,Fusion,2019,96076.0,21227,Credit,2025-05-02 15:53:00
25384,AutoNation,2025-05-02,Honda,CR-V,2022,94604.0,9645,Credit,2025-05-02 20:38:00
82526,Penske Automotive,2025-05-02,Toyota,Camry,2020,22152.0,9460,Credit,2025-05-02 04:02:00
71466,Manheim,2025-05-02,Hyundai,Elantra,2015,14440.0,18381,Loan,2025-05-02 00:55:00
67899,CarMax,2025-05-03,Chevrolet,Equinox,2015,113208.0,23340,Loan,2025-05-03 11:14:00
90026,CarMax,2025-05-03,Toyota,Camry,2021,98401.0,15887,Cash,2025-05-03 20:34:00
48205,CarMax,2025-05-03,Hyundai,Santa Fe,2017,77987.0,20163,Cash,2025-05-03 12:59:00
96284,Sonic Automotive,2025-05-03,Ford,Escape,2019,49242.0,19808,,2025-05-03 18:10:00
55350,Manheim,2025-05-04,Chevrolet,Equinox,2017,51526.0,9194,Credit,2025-05-04 23:51:00
